"1996-1997 County To County Migration Inflows",,,,,,Louisiana,,
"(Aggregate money amounts in thousands of dollars)",,,,,,,,
,,,,,,,,
"Migration into",,"Migration from",,,,Number,Number,Aggregate
Louisiana,,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",Returns,Exemptions,Gross
"FIPS Code",,,,,"and county by county detail",,,Income
,,,,,,,,
22,000,96,000,LA,"Total Mig - US & For",90668,189401,2564110
22,000,97,000,LA,"Total Mig - US",88406,185581,2530274
22,000,97,001,LA,"Total Mig - US Same St",53604,113400,1478841
22,000,97,003,LA,"Total Mig - US Diff St",34802,72181,1051433
22,000,98,000,LA,"Total Mig - Foreign",2262,3820,33836
22,001,96,000,LA,"Acadia Parish Tot Mig-US & For",851,1919,20365
22,001,97,000,LA,"Acadia Parish Tot Mig-US",851,1919,20365
22,001,97,001,LA,"Acadia Parish Tot Mig-Same St",610,1403,14826
22,001,97,003,LA,"Acadia Parish Tot Mig-Diff St",241,516,5539
22,001,22,001,LA,"Acadia Parish Non-Migrants",17531,44585,509573
22,001,22,055,LA,"Lafayette Parish",238,538,5678
22,001,22,097,LA,"St Landry Parish",74,192,1757
22,001,22,053,LA,"Jefferson Davis Pari",72,167,1429
22,001,22,113,LA,"Vermilion Parish",45,114,1240
22,001,22,019,LA,"Calcasieu Parish",39,83,1381
22,001,48,201,TX,"Harris County",33,70,702
22,001,22,039,LA,"Evangeline Parish",24,48,444
22,001,22,033,LA,"East Baton Rouge Par",20,53,518
22,001,22,045,LA,"Iberia Parish",13,26,259
22,001,48,245,TX,"Jefferson County",12,30,210
22,001,58,000,SS,"Other Flows - Same State",85,182,2118
22,001,59,000,DS,"Other Flows - Diff State",196,416,4626
22,001,59,001,DS,"Other Flows - Northeast",10,19,210
22,001,59,003,DS,"Other Flows - Midwest",14,24,299
22,001,59,005,DS,"Other Flows - South",148,329,3569
22,001,59,007,DS,"Other Flows - West",24,44,549
22,003,96,000,LA,"Allen Parish Tot Mig-US & For",429,974,10597
22,003,97,000,LA,"Allen Parish Tot Mig-US",429,974,10597
22,003,97,001,LA,"Allen Parish Tot Mig-Same St",287,659,7143
22,003,97,003,LA,"Allen Parish Tot Mig-Diff St",142,315,3454
22,003,22,003,LA,"Allen Parish Non-Migrants",5951,14980,174310
22,003,22,019,LA,"Calcasieu Parish",77,174,2271
22,003,22,079,LA,"Rapides Parish",37,73,761
22,003,22,011,LA,"Beauregard Parish",29,91,819
22,003,22,039,LA,"Evangeline Parish",18,43,321
22,003,22,053,LA,"Jefferson Davis Pari",17,36,299
22,003,22,115,LA,"Vernon Parish",17,42,324
22,003,48,201,TX,"Harris County",16,38,473
22,003,22,001,LA,"Acadia Parish",12,25,313
22,003,22,055,LA,"Lafayette Parish",11,18,366
22,003,58,000,SS,"Other Flows - Same State",69,157,1669
22,003,59,000,DS,"Other Flows - Diff State",126,277,2981
22,005,96,000,LA,"Ascension Paris Tot Mig-US & For",1757,4012,62860
22,005,97,000,LA,"Ascension Paris Tot Mig-US",1744,3993,62623
22,005,97,001,LA,"Ascension Paris Tot Mig-Same St",1324,2992,48838
22,005,97,003,LA,"Ascension Paris Tot Mig-Diff St",420,1001,13785
22,005,98,000,LA,"Ascension Paris Tot Mig-Foreign",13,19,236
22,005,22,005,LA,"Ascension Paris Non-Migrants",21729,55301,884230
22,005,22,033,LA,"East Baton Rouge Par",662,1440,27940
22,005,22,063,LA,"Livingston Parish",159,349,4591
22,005,22,093,LA,"St James Parish",78,171,1851
22,005,22,007,LA,"Assumption Parish",56,114,1075
22,005,22,051,LA,"Jefferson Parish",47,106,1939
22,005,22,047,LA,"Iberville Parish",43,108,1113
22,005,22,121,LA,"West Baton Rouge Par",31,75,1222
