"2001 - 2002 County to County Migration Inflow",,,,,,,,
"(Aggregate money amounts are in thousands of dollars)",,,,,,,,
,,,,,,,,
,,,,,,,,
"Migration into",,"Migration from",,,,Number,Number,Aggregate
Indiana,,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
18,000,96,000,IN,"Total Mig - US & For",149403,284539,5634350
18,000,97,000,IN,"Total Mig - US",146400,280584,5591708
18,000,97,001,IN,"Total Mig - US Same St",92576,173918,3333198
18,000,97,003,IN,"Total Mig - US Diff St",53824,106666,2258510
18,000,98,000,IN,"Total Mig - Foreign",3003,3955,42642
18,001,96,000,IN,"Adams County Tot Mig-US & For",458,915,12492
18,001,97,000,IN,"Adams County Tot Mig-US",458,915,12492
18,001,97,001,IN,"Adams County Tot Mig-Same St",287,560,7396
18,001,97,003,IN,"Adams County Tot Mig-Diff St",171,355,5096
18,001,18,001,IN,"Adams County Non-Migrants",11815,29716,486813
18,001,18,003,IN,"Allen County",106,207,3164
18,001,18,179,IN,"Wells County",52,100,967
18,001,18,075,IN,"Jay County",40,84,674
18,001,39,161,OH,"Van Wert County",20,40,344
18,001,39,107,OH,"Mercer County",13,34,345
18,001,58,000,SS,"Other Flows - Same State",89,169,2591
18,001,59,000,DS,"Other Flows - Diff State",138,281,4407
18,003,96,000,IN,"Allen County Tot Mig-US & For",6025,11493,234684
18,003,97,000,IN,"Allen County Tot Mig-US",5955,11379,232659
18,003,97,001,IN,"Allen County Tot Mig-Same St",2922,5149,100814
18,003,97,003,IN,"Allen County Tot Mig-Diff St",3033,6230,131846
18,003,98,000,IN,"Allen County Tot Mig-Foreign",70,114,2025
18,003,18,003,IN,"Allen County Non-Migrants",124803,279232,6337607
18,003,18,183,IN,"Whitley County",317,534,12969
18,003,18,033,IN,"De Kalb County",304,535,9375
18,003,18,113,IN,"Noble County",232,419,6531
18,003,18,069,IN,"Huntington County",229,411,8061
18,003,18,097,IN,"Marion County",210,367,7398
18,003,18,179,IN,"Wells County",189,344,5838
18,003,18,151,IN,"Steuben County",147,238,5197
18,003,18,001,IN,"Adams County",142,233,4406
18,003,18,085,IN,"Kosciusko County",125,200,3677
18,003,17,031,IL,"Cook County",105,208,3336
18,003,18,039,IN,"Elkhart County",93,180,3332
18,003,18,141,IN,"St Joseph County",83,190,3633
18,003,18,087,IN,"Lagrange County",72,105,2564
18,003,39,125,OH,"Paulding County",60,114,2114
18,003,18,169,IN,"Wabash County",59,88,1798
18,003,18,035,IN,"Delaware County",58,96,1234
18,003,18,089,IN,"Lake County",56,121,3180
18,003,18,053,IN,"Grant County",51,98,2163
18,003,18,157,IN,"Tippecanoe County",48,82,1333
18,003,39,039,OH,"Defiance County",48,83,1089
18,003,18,105,IN,"Monroe County",47,67,1083
18,003,18,057,IN,"Hamilton County",46,131,3693
18,003,26,125,MI,"Oakland County",42,87,2413
18,003,39,161,OH,"Van Wert County",42,79,889
18,003,04,013,AZ,"Maricopa County",40,74,1850
18,003,18,095,IN,"Madison County",40,73,1205
18,003,26,163,MI,"Wayne County",38,61,1261
18,003,17,043,IL,"Du Page County",36,78,2235
18,003,39,003,OH,"Allen County",33,58,526
18,003,39,095,OH,"Lucas County",32,77,1446
18,003,06,037,CA,"Los Angeles County",31,74,944
18,003,06,073,CA,"San Diego County",31,63,1058
18,003,18,127,IN,"Porter County",31,57,1372
18,003,39,049,OH,"Franklin County",30,49,1270
18,003,26,081,MI,"Kent County",26,38,1026
18,003,55,079,WI,"Milwaukee County",25,41,805
18,003,26,077,MI,"Kalamazoo County",24,34,1028
18,003,39,035,OH,"Cuyahoga County",23,30,1431
18,003,39,061,OH,"Hamilton County",23,37,758
18,003,39,113,OH,"Montgomery County",22,36,785
18,003,39,171,OH,"Williams County",22,41,644
18,003,06,059,CA,"Orange County",21,50,632
18,003,12,057,FL,"Hillsborough County",21,46,1091
18,003,26,023,MI,"Branch County",21,29,609
18,003,18,017,IN,"Cass County",20,23,454
18,003,18,167,IN,"Vigo County",20,36,679
18,003,27,053,MN,"Hennepin County",20,54,1379
18,003,12,071,FL,"Lee County",19,31,932
18,003,12,103,FL,"Pinellas County",19,28,839
18,003,18,081,IN,"Johnson County",19,30,749
18,003,48,201,TX,"Harris County",19,42,1091
18,003,12,095,FL,"Orange County",18,28,961
18,003,18,005,IN,"Bartholomew County",17,29,511
18,003,18,099,IN,"Marshall County",17,25,467
18,003,18,103,IN,"Miami County",17,26,335
18,003,26,099,MI,"Macomb County",17,36,874
18,003,39,107,OH,"Mercer County",17,28,536
18,003,48,439,TX,"Tarrant County",17,42,1360
18,003,57,005,FR,"Foreign - APO/FPO ZIPs",17,24,379
18,003,18,067,IN,"Howard County",16,44,629
18,003,26,025,MI,"Calhoun County",16,29,386
18,003,48,029,TX,"Bexar County",16,31,873
18,003,12,031,FL,"Duval County",15,25,473
18,003,39,023,OH,"Clark County",15,36,699
18,003,48,113,TX,"Dallas County",15,35,768
18,003,17,097,IL,"Lake County",14,34,2332
18,003,18,049,IN,"Fulton County",14,21,270
18,003,18,075,IN,"Jay County",14,23,376
18,003,18,091,IN,"La Porte County",14,18,380
18,003,18,163,IN,"Vanderburgh County",14,21,380
18,003,18,177,IN,"Wayne County",14,18,644
18,003,26,149,MI,"St Joseph County",14,24,386
18,003,29,189,MO,"St Louis County",14,33,979
18,003,08,041,CO,"El Paso County",13,24,493
18,003,26,075,MI,"Jackson County",13,26,693
18,003,39,153,OH,"Summit County",13,36,695
18,003,12,081,FL,"Manatee County",12,22,421
18,003,29,095,MO,"Jackson County",12,26,487
18,003,39,017,OH,"Butler County",12,28,564
18,003,12,011,FL,"Broward County",11,16,235
18,003,18,009,IN,"Blackford County",11,21,262
18,003,18,063,IN,"Hendricks County",11,21,618
18,003,21,111,KY,"Jefferson County",11,18,355
18,003,26,049,MI,"Genesee County",11,21,467
18,003,26,065,MI,"Ingham County",11,28,321
18,003,26,161,MI,"Washtenaw County",11,17,474
18,003,32,003,NV,"Clark County",11,24,453
18,003,37,183,NC,"Wake County",11,21,513
18,003,39,011,OH,"Auglaize County",11,22,261
18,003,42,003,PA,"Allegheny County",11,20,375
18,003,12,086,FL,"Miami Dade County",10,20,208
18,003,12,101,FL,"Pasco County",10,20,369
18,003,12,115,FL,"Sarasota County",10,17,547
18,003,13,067,GA,"Cobb County",10,23,906
18,003,26,021,MI,"Berrien County",10,21,265
18,003,26,145,MI,"Saginaw County",10,21,163
18,003,39,151,OH,"Stark County",10,28,465
18,003,58,000,SS,"Other Flows - Same State",125,224,4017
18,003,59,000,DS,"Other Flows - Diff State",1728,3708,78004
18,003,59,001,DS,"Other Flows - Northeast",211,428,11293
18,003,59,003,DS,"Other Flows - Midwest",588,1263,25541
18,003,59,005,DS,"Other Flows - South",673,1490,31230
18,003,59,007,DS,"Other Flows - West",256,527,9940
18,003,57,009,FR,"Foreign - Other flows",53,90,1646
18,005,96,000,IN,"Bartholomew Cou Tot Mig-US & For",1666,3324,59461
18,005,97,000,IN,"Bartholomew Cou Tot Mig-US",1637,3273,58696
18,005,97,001,IN,"Bartholomew Cou Tot Mig-Same St",1151,2258,38413
18,005,97,003,IN,"Bartholomew Cou Tot Mig-Diff St",486,1015,20283
18,005,98,000,IN,"Bartholomew Cou Tot Mig-Foreign",29,51,765
18,005,18,005,IN,"Bartholomew Cou Non-Migrants",28599,64375,1473142
18,005,18,071,IN,"Jackson County",184,365,5529
18,005,18,081,IN,"Johnson County",184,376,6213
18,005,18,079,IN,"Jennings County",173,361,5550
18,005,18,097,IN,"Marion County",110,195,4101
18,005,18,013,IN,"Brown County",95,182,2932
18,005,18,031,IN,"Decatur County",60,114,1520
18,005,18,145,IN,"Shelby County",40,88,1119
18,005,18,105,IN,"Monroe County",29,56,872
18,005,18,077,IN,"Jefferson County",19,36,667
18,005,18,057,IN,"Hamilton County",17,27,845
18,005,18,143,IN,"Scott County",17,29,474
18,005,18,063,IN,"Hendricks County",12,17,316
18,005,18,157,IN,"Tippecanoe County",12,18,431
18,005,18,167,IN,"Vigo County",12,17,368
18,005,18,163,IN,"Vanderburgh County",10,25,510
18,005,58,000,SS,"Other Flows - Same State",177,352,6965
18,005,59,000,DS,"Other Flows - Diff State",486,1015,20283
18,005,59,001,DS,"Other Flows - Northeast",40,94,2867
18,005,59,003,DS,"Other Flows - Midwest",155,327,7304
18,005,59,005,DS,"Other Flows - South",225,464,8020
18,005,59,007,DS,"Other Flows - West",66,130,2093
18,005,57,009,FR,"Foreign - Other flows",29,51,765
18,007,96,000,IN,"Benton County Tot Mig-US & For",276,571,7279
18,007,97,000,IN,"Benton County Tot Mig-US",276,571,7279
18,007,97,001,IN,"Benton County Tot Mig-Same St",219,452,6052
18,007,97,003,IN,"Benton County Tot Mig-Diff St",57,119,1226
18,007,18,007,IN,"Benton County Non-Migrants",3660,8526,149181
18,007,18,157,IN,"Tippecanoe County",108,220,3275
18,007,18,111,IN,"Newton County",18,43,516
18,007,18,073,IN,"Jasper County",14,29,262
18,007,18,181,IN,"White County",12,26,265
18,007,18,171,IN,"Warren County",10,22,236
18,007,58,000,SS,"Other Flows - Same State",57,112,1498
18,007,59,000,DS,"Other Flows - Diff State",57,119,1226
18,009,96,000,IN,"Blackford Count Tot Mig-US & For",337,741,9905
18,009,97,000,IN,"Blackford Count Tot Mig-US",337,741,9905
18,009,97,001,IN,"Blackford Count Tot Mig-Same St",275,605,8375
18,009,97,003,IN,"Blackford Count Tot Mig-Diff St",62,136,1529
18,009,18,009,IN,"Blackford Count Non-Migrants",6111,13600,239694
18,009,18,035,IN,"Delaware County",74,183,2080
18,009,18,053,IN,"Grant County",53,115,1655
18,009,18,075,IN,"Jay County",40,92,1100
18,009,18,179,IN,"Wells County",22,49,627
18,009,18,069,IN,"Huntington County",14,26,381
18,009,18,135,IN,"Randolph County",12,22,407
18,009,58,000,SS,"Other Flows - Same State",60,118,2126
18,009,59,000,DS,"Other Flows - Diff State",62,136,1529
