"2002-2003 County To County Migration  Outflows",,,,,,Oklahoma,,
"(Aggregate money amounts in thousands of dollars)",,,,,,,,
,,,,,,,,
"Migration from",,"Migration into",,,,Number,Number,Aggregate
Oklahoma,,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
,,,,,,,,
40,000,96,000,OK,"Total Mig - US & For",91642,188735,2948097
40,000,97,000,OK,"Total Mig - US",90183,185812,2903486
40,000,97,001,OK,"Total Mig - US Same St",52756,109253,1553086
40,000,97,003,OK,"Total Mig - US Diff St",37427,76559,1350399
40,000,98,000,OK,"Total Mig - Foreign",1459,2923,44611
40,001,96,000,OK,"Adair County Tot Mig-US & For",447,960,10062
40,001,97,000,OK,"Adair County Tot Mig-US",447,960,10062
40,001,97,001,OK,"Adair County Tot Mig-Same St",215,483,4332
40,001,97,003,OK,"Adair County Tot Mig-Diff St",232,477,5730
40,001,40,001,OK,"Adair County Non-Migrants",6490,16190,172939
40,001,05,007,AR,"Benton County",78,173,2200
40,001,40,021,OK,"Cherokee County",69,154,1159
40,001,05,143,AR,"Washington County",46,75,943
40,001,40,041,OK,"Delaware County",30,69,564
40,001,40,135,OK,"Sequoyah County",29,60,470
40,001,40,143,OK,"Tulsa County",27,62,775
40,001,58,000,SS,"Other Flows - Same State",60,138,1364
40,001,59,000,DS,"Other Flows - Diff State",108,229,2586
40,003,96,000,OK,"Alfalfa County Tot Mig-US & For",126,260,3858
40,003,97,000,OK,"Alfalfa County Tot Mig-US",126,260,3858
40,003,97,001,OK,"Alfalfa County Tot Mig-Same St",90,178,2855
40,003,97,003,OK,"Alfalfa County Tot Mig-Diff St",36,82,1004
40,003,40,003,OK,"Alfalfa County Non-Migrants",1676,3799,50074
40,003,40,047,OK,"Garfield County",38,71,827
40,003,40,151,OK,"Woods County",20,45,445
40,003,58,000,SS,"Other Flows - Same State",32,62,1583
40,003,59,000,DS,"Other Flows - Diff State",36,82,1004
40,005,96,000,OK,"Atoka County Tot Mig-US & For",266,568,6850
40,005,97,000,OK,"Atoka County Tot Mig-US",266,568,6850
40,005,97,001,OK,"Atoka County Tot Mig-Same St",193,428,5216
40,005,97,003,OK,"Atoka County Tot Mig-Diff St",73,140,1633
40,005,40,005,OK,"Atoka County Non-Migrants",3846,9144,111433
40,005,40,013,OK,"Bryan County",46,89,977
40,005,40,029,OK,"Coal County",19,47,271
40,005,40,109,OK,"Oklahoma County",16,30,1040
40,005,40,069,OK,"Johnston County",12,22,249
40,005,40,023,OK,"Choctaw County",10,17,226
40,005,58,000,SS,"Other Flows - Same State",90,223,2454
40,005,59,000,DS,"Other Flows - Diff State",73,140,1633
40,007,96,000,OK,"Beaver County Tot Mig-US & For",169,345,10408
40,007,97,000,OK,"Beaver County Tot Mig-US",169,345,10408
40,007,97,001,OK,"Beaver County Tot Mig-Same St",61,129,1578
40,007,97,003,OK,"Beaver County Tot Mig-Diff St",108,216,8829
40,007,40,007,OK,"Beaver County Non-Migrants",1586,3839,61541
40,007,20,175,KS,"Seward County",27,62,718
40,007,40,109,OK,"Oklahoma County",10,17,367
40,007,58,000,SS,"Other Flows - Same State",51,112,1212
40,007,59,000,DS,"Other Flows - Diff State",81,154,8111
40,009,96,000,OK,"Beckham County Tot Mig-US & For",485,1107,13281
40,009,97,000,OK,"Beckham County Tot Mig-US",485,1107,13281
40,009,97,001,OK,"Beckham County Tot Mig-Same St",284,674,7709
40,009,97,003,OK,"Beckham County Tot Mig-Diff St",201,433,5572
40,009,40,009,OK,"Beckham County Non-Migrants",5768,13327,210012
40,009,40,149,OK,"Washita County",53,144,1410
40,009,40,109,OK,"Oklahoma County",49,95,1736
40,009,40,039,OK,"Custer County",36,85,818
40,009,40,129,OK,"Roger Mills County",27,75,763
40,009,40,027,OK,"Cleveland County",12,18,260
40,009,40,031,OK,"Comanche County",11,22,169
40,009,48,483,TX,"Wheeler County",10,25,253
40,009,58,000,SS,"Other Flows - Same State",96,235,2553
40,009,59,000,DS,"Other Flows - Diff State",191,408,5319
40,011,96,000,OK,"Blaine County Tot Mig-US & For",299,585,7628
40,011,97,000,OK,"Blaine County Tot Mig-US",299,585,7628
40,011,97,001,OK,"Blaine County Tot Mig-Same St",220,432,5605
40,011,97,003,OK,"Blaine County Tot Mig-Diff St",79,153,2023
40,011,40,011,OK,"Blaine County Non-Migrants",3560,8232,111029
40,011,40,109,OK,"Oklahoma County",44,77,1120
40,011,40,047,OK,"Garfield County",22,38,352
40,011,40,039,OK,"Custer County",20,34,364
40,011,40,093,OK,"Major County",20,41,455
40,011,40,017,OK,"Canadian County",19,37,693
40,011,40,027,OK,"Cleveland County",13,23,369
40,011,40,073,OK,"Kingfisher County",13,30,436
40,011,40,015,OK,"Caddo County",11,31,275
40,011,58,000,SS,"Other Flows - Same State",58,121,1542
40,011,59,000,DS,"Other Flows - Diff State",79,153,2023
40,013,96,000,OK,"Bryan County Tot Mig-US & For",840,1694,20641
40,013,97,000,OK,"Bryan County Tot Mig-US",840,1694,20641
40,013,97,001,OK,"Bryan County Tot Mig-Same St",346,711,7838
40,013,97,003,OK,"Bryan County Tot Mig-Diff St",494,983,12804
40,013,40,013,OK,"Bryan County Non-Migrants",9916,22474,330144
40,013,48,181,TX,"Grayson County",160,346,4549
40,013,40,005,OK,"Atoka County",55,127,1242
40,013,48,085,TX,"Collin County",41,66,1260
40,013,40,069,OK,"Johnston County",38,88,886
40,013,40,109,OK,"Oklahoma County",34,48,666
40,013,40,095,OK,"Marshall County",30,63,523
40,013,48,113,TX,"Dallas County",22,34,469
40,013,48,121,TX,"Denton County",20,29,437
40,013,40,023,OK,"Choctaw County",19,35,268
40,013,40,019,OK,"Carter County",17,33,339
40,013,48,439,TX,"Tarrant County",14,27,365
40,013,40,123,OK,"Pontotoc County",13,24,471
40,013,40,143,OK,"Tulsa County",13,19,215
40,013,40,027,OK,"Cleveland County",12,20,257
40,013,48,147,TX,"Fannin County",12,25,328
40,013,58,000,SS,"Other Flows - Same State",115,254,2971
40,013,59,000,DS,"Other Flows - Diff State",225,456,5395
40,015,96,000,OK,"Caddo County Tot Mig-US & For",636,1368,15260
40,015,97,000,OK,"Caddo County Tot Mig-US",636,1368,15260
40,015,97,001,OK,"Caddo County Tot Mig-Same St",479,1039,11536
40,015,97,003,OK,"Caddo County Tot Mig-Diff St",157,329,3724
40,015,40,015,OK,"Caddo County Non-Migrants",8704,20870,272452
40,015,40,031,OK,"Comanche County",107,249,2665
40,015,40,051,OK,"Grady County",86,198,1887
40,015,40,109,OK,"Oklahoma County",72,137,1465
