"2002-2003 County To County Migration  Outflows",,,,,,"West Virginia
",,
"(Aggregate money amounts in thousands of dollars)",,,,,,,,
,,,,,,,,
"Migration from",,"Migration into",,,,Number,Number,Aggregate
"West Virginia
",,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
,,,,,,,,
54,000,96,000,WV,"Total Mig - US & For",33081,62691,1051849
54,000,97,000,WV,"Total Mig - US",32834,62299,1045466
54,000,97,001,WV,"Total Mig - US Same St",15358,29791,434662
54,000,97,003,WV,"Total Mig - US Diff St",17476,32508,610804
54,000,98,000,WV,"Total Mig - Foreign",247,392,6383
54,001,96,000,WV,"Barbour County Tot Mig-US & For",265,526,6607
54,001,97,000,WV,"Barbour County Tot Mig-US",265,526,6607
54,001,97,001,WV,"Barbour County Tot Mig-Same St",182,383,4287
54,001,97,003,WV,"Barbour County Tot Mig-Diff St",83,143,2320
54,001,54,001,WV,"Barbour County Non-Migrants",4871,11108,148365
54,001,54,083,WV,"Randolph County",42,81,724
54,001,54,033,WV,"Harrison County",35,76,996
54,001,54,097,WV,"Upshur County",31,75,759
54,001,54,061,WV,"Monongalia County",11,15,222
54,001,58,000,SS,"Other Flows - Same State",63,136,1585
54,001,59,000,DS,"Other Flows - Diff State",83,143,2320
54,001,59,001,DS,"Other Flows - Northeast",10,15,233
54,001,59,003,DS,"Other Flows - Midwest",16,31,548
54,001,59,005,DS,"Other Flows - South",47,80,1275
54,001,59,007,DS,"Other Flows - West",10,17,265
54,003,96,000,WV,"Berkeley County Tot Mig-US & For",1641,3062,53307
54,003,97,000,WV,"Berkeley County Tot Mig-US",1641,3062,53307
54,003,97,001,WV,"Berkeley County Tot Mig-Same St",474,849,13593
54,003,97,003,WV,"Berkeley County Tot Mig-Diff St",1167,2213,39714
54,003,54,003,WV,"Berkeley County Non-Migrants",29824,64871,1279209
54,003,54,037,WV,"Jefferson County",261,444,7356
54,003,24,043,MD,"Washington County",183,330,4958
54,003,51,069,VA,"Frederick County",66,122,1809
54,003,54,065,WV,"Morgan County",61,119,1640
54,003,24,021,MD,"Frederick County",52,95,2273
54,003,42,055,PA,"Franklin County",39,61,1562
54,003,51,840,VA,Winchester,34,59,1060
54,003,54,027,WV,"Hampshire County",26,52,811
54,003,24,031,MD,"Montgomery County",23,39,549
54,003,54,061,WV,"Monongalia County",17,30,416
54,003,24,005,MD,"Baltimore County",16,23,455
54,003,51,107,VA,"Loudoun County",16,28,1239
54,003,45,051,SC,"Horry County",15,27,565
54,003,51,059,VA,"Fairfax County",14,23,600
54,003,54,049,WV,"Marion County",14,25,295
54,003,54,039,WV,"Kanawha County",12,19,547
54,003,24,003,MD,"Anne Arundel County",11,20,268
54,003,54,011,WV,"Cabell County",11,14,238
54,003,24,001,MD,"Allegany County",10,26,250
54,003,51,165,VA,"Rockingham County",10,26,384
54,003,58,000,SS,"Other Flows - Same State",72,146,2289
54,003,59,000,DS,"Other Flows - Diff State",678,1334,23740
54,003,59,001,DS,"Other Flows - Northeast",127,255,4389
54,003,59,003,DS,"Other Flows - Midwest",89,176,3914
54,003,59,005,DS,"Other Flows - South",390,761,12780
54,003,59,007,DS,"Other Flows - West",72,142,2657
54,005,96,000,WV,"Boone County Tot Mig-US & For",479,965,14202
54,005,97,000,WV,"Boone County Tot Mig-US",479,965,14202
54,005,97,001,WV,"Boone County Tot Mig-Same St",343,699,10595
54,005,97,003,WV,"Boone County Tot Mig-Diff St",136,266,3607
54,005,54,005,WV,"Boone County Non-Migrants",8619,20334,317215
54,005,54,039,WV,"Kanawha County",130,241,3628
54,005,54,045,WV,"Logan County",53,117,1474
