"1997-1998 County To County Migration  Outflows",,,,,,"Wisconsin
",,
"(Aggregate money amounts in thousands of dollars)",,,,,,,,
,,,,,,,,
"Migration from",,"Migration into",,,,Number,Number,Aggregate
"Wisconsin
",,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
,,,,,,,,
55,000,96,000,WI,"Total Mig - US & For",123307,221939,4417074
55,000,97,000,WI,"Total Mig - US",122321,220293,4389011
55,000,97,001,WI,"Total Mig - US Same St",76925,137623,2536711
55,000,97,003,WI,"Total Mig - US Diff St",45396,82670,1852299
55,000,98,000,WI,"Total Mig - Foreign",986,1646,28063
55,001,96,000,WI,"Adams County Tot Mig-US & For",484,914,12327
55,001,97,000,WI,"Adams County Tot Mig-US",484,914,12327
55,001,97,001,WI,"Adams County Tot Mig-Same St",371,695,9020
55,001,97,003,WI,"Adams County Tot Mig-Diff St",113,219,3306
55,001,55,001,WI,"Adams County Non-Migrants",6306,13888,206969
55,001,55,141,WI,"Wood County",60,115,1648
55,001,55,021,WI,"Columbia County",47,94,1012
55,001,55,025,WI,"Dane County",37,61,982
55,001,55,111,WI,"Sauk County",34,63,767
55,001,55,057,WI,"Juneau County",31,59,755
55,001,55,077,WI,"Marquette County",22,39,372
55,001,55,079,WI,"Milwaukee County",18,27,313
55,001,55,097,WI,"Portage County",15,34,474
55,001,17,031,IL,"Cook County",11,20,267
55,001,55,137,WI,"Waushara County",11,20,275
55,001,58,000,SS,"Other Flows - Same State",96,183,2422
55,001,59,000,DS,"Other Flows - Diff State",102,199,3039
55,003,96,000,WI,"Ashland County Tot Mig-US & For",427,765,10738
55,003,97,000,WI,"Ashland County Tot Mig-US",427,765,10738
55,003,97,001,WI,"Ashland County Tot Mig-Same St",236,444,5642
55,003,97,003,WI,"Ashland County Tot Mig-Diff St",191,321,5096
55,003,55,003,WI,"Ashland County Non-Migrants",6015,13915,196719
55,003,55,007,WI,"Bayfield County",66,145,1600
55,003,55,099,WI,"Price County",32,59,677
55,003,27,137,MN,"St Louis County",13,20,262
55,003,55,035,WI,"Eau Claire County",13,24,310
55,003,27,053,MN,"Hennepin County",11,12,118
55,003,55,031,WI,"Douglas County",10,16,251
55,003,58,000,SS,"Other Flows - Same State",115,200,2805
55,003,59,000,DS,"Other Flows - Diff State",167,289,4716
55,005,96,000,WI,"Barron County Tot Mig-US & For",1023,1820,24442
55,005,97,000,WI,"Barron County Tot Mig-US",1013,1810,24300
55,005,97,001,WI,"Barron County Tot Mig-Same St",644,1164,14425
55,005,97,003,WI,"Barron County Tot Mig-Diff St",369,646,9876
55,005,98,000,WI,"Barron County Tot Mig-Foreign",10,10,142
55,005,55,005,WI,"Barron County Non-Migrants",16417,37883,554906
55,005,55,095,WI,"Polk County",89,143,1778
55,005,55,035,WI,"Eau Claire County",73,128,1308
55,005,55,129,WI,"Washburn County",69,145,1758
55,005,55,017,WI,"Chippewa County",65,110,1414
55,005,55,033,WI,"Dunn County",54,87,1468
55,005,55,109,WI,"St Croix County",44,94,1081
55,005,27,053,MN,"Hennepin County",41,61,1634
55,005,55,107,WI,"Rusk County",34,60,587
55,005,27,123,MN,"Ramsey County",31,45,743
55,005,27,037,MN,"Dakota County",20,22,371
55,005,55,013,WI,"Burnett County",17,44,444
55,005,55,031,WI,"Douglas County",14,23,208
55,005,55,113,WI,"Sawyer County",14,28,255
55,005,55,025,WI,"Dane County",13,16,271
55,005,55,097,WI,"Portage County",11,19,260
55,005,04,013,AZ,"Maricopa County",10,17,350
55,005,58,000,SS,"Other Flows - Same State",147,267,3594
55,005,59,000,DS,"Other Flows - Diff State",267,501,6778
