"1995-1996 County To County Migration Outflows",,,,,,Ohio,,
"(Aggregate money amounts in thousands of dollars)",,,,,,,,
,,,,,,,,
"Migration from",,"Migration into",,,,Number,Number,Aggregate
Ohio,,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",Returns,Exemptions,Gross
"FIPS Code",,,,,"and county by county detail",,,Income
,,,,,,,,
39,000,96,000,OH,"Total Mig - US & For",233788,432618,7601888
39,000,97,000,OH,"Total Mig - US",231495,428530,7533681
39,000,97,001,OH,"Total Mig - US Same St",143698,262064,4333325
39,000,97,003,OH,"Total Mig - US Diff St",87797,166466,3200356
39,000,98,000,OH,"Total Mig - Foreign",2293,4088,68208
39,001,96,000,OH,"Adams County Tot Mig-US & For",503,1013,10525
39,001,97,000,OH,"Adams County Tot Mig-US",503,1013,10525
39,001,97,001,OH,"Adams County Tot Mig-Same St",377,739,8010
39,001,97,003,OH,"Adams County Tot Mig-Diff St",126,274,2514
39,001,39,001,OH,"Adams County Non-Migrants",9823,22507,248642
39,001,39,015,OH,"Brown County",78,173,1866
39,001,39,071,OH,"Highland County",61,111,1301
39,001,39,145,OH,"Scioto County",54,115,1063
39,001,39,025,OH,"Clermont County",41,76,877
39,001,39,061,OH,"Hamilton County",22,43,668
39,001,39,131,OH,"Pike County",22,40,384
39,001,39,027,OH,"Clinton County",15,31,205
39,001,39,113,OH,"Montgomery County",13,23,161
39,001,39,165,OH,"Warren County",10,19,183
39,001,58,000,SS,"Other Flows - Same State",61,108,1301
39,001,59,000,DS,"Other Flows - Diff State",126,274,2514
39,003,96,000,OH,"Allen County Tot Mig-US & For",2068,3904,56392
39,003,97,000,OH,"Allen County Tot Mig-US",2050,3876,56102
39,003,97,001,OH,"Allen County Tot Mig-Same St",1299,2385,32658
39,003,97,003,OH,"Allen County Tot Mig-Diff St",751,1491,23444
39,003,98,000,OH,"Allen County Tot Mig-Foreign",18,28,291
39,003,39,003,OH,"Allen County Non-Migrants",40634,89147,1428694
39,003,39,011,OH,"Auglaize County",214,413,5185
39,003,39,049,OH,"Franklin County",198,284,4259
39,003,39,137,OH,"Putnam County",111,220,2493
39,003,39,065,OH,"Hardin County",91,188,2162
39,003,39,161,OH,"Van Wert County",67,130,1458
39,003,39,063,OH,"Hancock County",65,129,1879
39,003,39,091,OH,"Logan County",45,73,1107
39,003,39,113,OH,"Montgomery County",41,78,963
39,003,39,095,OH,"Lucas County",38,57,730
39,003,39,061,OH,"Hamilton County",37,53,940
39,003,39,173,OH,"Wood County",36,64,973
39,003,39,149,OH,"Shelby County",35,71,809
39,003,18,003,IN,"Allen County",31,59,717
39,003,39,107,OH,"Mercer County",24,42,465
39,003,39,017,OH,"Butler County",23,48,867
39,003,39,035,OH,"Cuyahoga County",23,34,797
39,003,18,097,IN,"Marion County",16,26,419
39,003,26,163,MI,"Wayne County",16,33,623
39,003,39,041,OH,"Delaware County",15,25,376
39,003,39,109,OH,"Miami County",15,25,448
39,003,39,125,OH,"Paulding County",14,33,451
39,003,04,013,AZ,"Maricopa County",11,22,401
39,003,39,057,OH,"Greene County",11,16,214
39,003,17,201,IL,"Winnebago County",10,29,757
39,003,39,039,OH,"Defiance County",10,21,350
39,003,39,101,OH,"Marion County",10,12,187
39,003,39,151,OH,"Stark County",10,26,247
39,003,39,153,OH,"Summit County",10,23,463
39,003,58,000,SS,"Other Flows - Same State",156,320,4834
39,003,59,000,DS,"Other Flows - Diff State",667,1322,20527
39,003,59,001,DS,"Other Flows - Northeast",46,96,1745
39,003,59,003,DS,"Other Flows - Midwest",168,348,5507
39,003,59,005,DS,"Other Flows - South",380,741,10894
39,003,59,007,DS,"Other Flows - West",73,137,2381
39,003,57,009,FR,"Foreign - Other flows",18,28,291
39,005,96,000,OH,"Ashland County Tot Mig-US & For",1213,2324,29245
39,005,97,000,OH,"Ashland County Tot Mig-US",1203,2306,29132
39,005,97,001,OH,"Ashland County Tot Mig-Same St",863,1637,20622
39,005,97,003,OH,"Ashland County Tot Mig-Diff St",340,669,8509
39,005,98,000,OH,"Ashland County Tot Mig-Foreign",10,18,114
39,005,39,005,OH,"Ashland County Non-Migrants",20173,44772,680147
39,005,39,139,OH,"Richland County",288,565,6813
39,005,39,169,OH,"Wayne County",90,173,2605
39,005,39,049,OH,"Franklin County",62,96,1418
39,005,39,035,OH,"Cuyahoga County",57,86,1114
39,005,39,077,OH,"Huron County",52,115,992
39,005,39,093,OH,"Lorain County",40,84,887
39,005,39,103,OH,"Medina County",33,73,992
39,005,39,083,OH,"Knox County",28,65,623
39,005,39,153,OH,"Summit County",28,38,729
39,005,39,075,OH,"Holmes County",27,55,549
39,005,39,033,OH,"Crawford County",15,21,331
39,005,39,151,OH,"Stark County",13,20,225
39,005,58,000,SS,"Other Flows - Same State",130,246,3345
39,005,59,000,DS,"Other Flows - Diff State",340,669,8509
39,005,59,001,DS,"Other Flows - Northeast",39,79,1024
39,005,59,003,DS,"Other Flows - Midwest",74,153,2093
39,005,59,005,DS,"Other Flows - South",174,347,4098
39,005,59,007,DS,"Other Flows - West",53,90,1294
39,005,57,009,FR,"Foreign - Other flows",10,18,114
39,007,96,000,OH,"Ashtabula Count Tot Mig-US & For",1699,3101,37278
39,007,97,000,OH,"Ashtabula Count Tot Mig-US",1678,3067,37016
39,007,97,001,OH,"Ashtabula Count Tot Mig-Same St",907,1636,20792
39,007,97,003,OH,"Ashtabula Count Tot Mig-Diff St",771,1431,16224
39,007,98,000,OH,"Ashtabula Count Tot Mig-Foreign",21,34,262
39,007,39,007,OH,"Ashtabula Count Non-Migrants",37307,81569,1092357
39,007,39,085,OH,"Lake County",249,483,6453
39,007,39,035,OH,"Cuyahoga County",138,200,2841
39,007,39,155,OH,"Trumbull County",129,264,2603
39,007,39,055,OH,"Geauga County",71,157,1696
39,007,42,049,PA,"Erie County",66,113,1238
39,007,39,049,OH,"Franklin County",60,81,1140
39,007,39,153,OH,"Summit County",38,54,908
39,007,39,133,OH,"Portage County",33,53,577
39,007,42,039,PA,"Crawford County",31,70,582
