"2005-2006 County to County Migration Inflow",,,,,,"Wisconsin Inflows",,
"(Aggregate money amounts are in thousands of dollars)",,,,,,,,
,,,,,,,,
,,,,,,,,
"Migration into",,"Migration from",,,,Number,Number,Aggregate
Wisconsin,,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
55,000,96,000,WI,"Total Mig - US & For",131919,232530,5441926
55,000,97,000,WI,"Total Mig - US",130122,230128,5413040
55,000,97,001,WI,"Total Mig - US Same St",86714,147182,3364847
55,000,97,003,WI,"Total Mig - US Diff St",43408,82946,2048193
55,000,98,000,WI,"Total Mig - Foreign",1797,2402,28886
55,001,96,000,WI,"Adams County Tot Mig-US & F",605,1095,22659
55,001,97,000,WI,"Adams County Tot Mig-US",605,1095,22659
55,001,97,001,WI,"Adams County Tot Mig-Same S",459,814,16625
55,001,97,003,WI,"Adams County Tot Mig-Diff S",146,281,6034
55,001,98,000,WI,"Adams County Tot Mig-Foreig",d,d,d
55,001,55,001,WI,"Adams County Non-Migrants",6946,14381,280729
55,001,55,021,WI,"Columbia County",55,88,1946
55,001,55,079,WI,"Milwaukee County",49,84,1759
55,001,55,111,WI,"Sauk County",46,81,2469
55,001,55,141,WI,"Wood County",43,83,1357
55,001,55,025,WI,"Dane County",40,62,945
55,001,17,031,IL,"Cook County",33,65,2023
55,001,55,057,WI,"Juneau County",33,69,964
55,001,55,077,WI,"Marquette County",26,52,698
55,001,55,133,WI,"Waukesha County",21,40,991
55,001,55,097,WI,"Portage County",18,27,565
55,001,55,127,WI,"Walworth County",13,24,517
55,001,55,137,WI,"Waushara County",13,23,216
55,001,58,000,SS,"Other Flows - Same State",102,181,4196
55,001,59,000,DS,"Other Flows - Diff State",113,216,4010
55,003,96,000,WI,"Ashland County Tot Mig-US &",364,671,10378
55,003,97,000,WI,"Ashland County Tot Mig-US",364,671,10378
55,003,97,001,WI,"Ashland County Tot Mig-Same",215,397,5799
55,003,97,003,WI,"Ashland County Tot Mig-Diff",149,274,4579
55,003,98,000,WI,"Ashland County Tot Mig-Fore",d,d,d
55,003,55,003,WI,"Ashland County Non-Migrants",5840,12493,235941
55,003,55,007,WI,"Bayfield County",73,140,1705
55,003,55,099,WI,"Price County",22,50,775
55,003,27,137,MN,"St Louis County",11,19,373
55,003,55,051,WI,"Iron County",11,25,220
55,003,58,000,SS,"Other Flows - Same State",109,182,3099
55,003,59,000,DS,"Other Flows - Diff State",138,255,4206
55,005,96,000,WI,"Barron County Tot Mig-US &",1029,1880,34422
55,005,97,000,WI,"Barron County Tot Mig-US",1029,1880,34422
55,005,97,001,WI,"Barron County Tot Mig-Same",639,1161,19802
55,005,97,003,WI,"Barron County Tot Mig-Diff",390,719,14620
55,005,98,000,WI,"Barron County Tot Mig-Forei",d,d,d
55,005,55,005,WI,"Barron County Non-Migrants",17252,37209,755748
55,005,55,095,WI,"Polk County",85,178,2793
55,005,55,129,WI,"Washburn County",76,120,1636
55,005,55,017,WI,"Chippewa County",57,118,1970
55,005,55,035,WI,"Eau Claire County",53,74,1728
55,005,55,033,WI,"Dunn County",49,81,1387
55,005,55,107,WI,"Rusk County",48,85,1064
55,005,27,053,MN,"Hennepin County",42,69,1513
55,005,55,109,WI,"St Croix County",38,69,1407
55,005,55,113,WI,"Sawyer County",35,64,1094
55,005,27,123,MN,"Ramsey County",27,47,857
55,005,55,013,WI,"Burnett County",23,38,602
55,005,55,063,WI,"La Crosse County",17,22,400
55,005,27,037,MN,"Dakota County",15,26,786
55,005,55,031,WI,"Douglas County",14,30,450
55,005,27,003,MN,"Anoka County",12,22,626
55,005,55,025,WI,"Dane County",12,20,408
55,005,58,000,SS,"Other Flows - Same State",132,262,4864
55,005,59,000,DS,"Other Flows - Diff State",294,555,10838
55,005,59,001,DS,"Other Flows - Northeast",13,27,414
55,005,59,003,DS,"Other Flows - Midwest",143,264,5611
55,005,59,005,DS,"Other Flows - South",73,133,1980
55,005,59,007,DS,"Other Flows - West",65,131,2833
55,007,96,000,WI,"Bayfield County Tot Mig-US",353,642,17551
55,007,97,000,WI,"Bayfield County Tot Mig-US",353,642,17551
55,007,97,001,WI,"Bayfield County Tot Mig-Sam",198,370,9326
55,007,97,003,WI,"Bayfield County Tot Mig-Dif",155,272,8226
