"1999 - 2000 County to County Migration Outflow",,,,,,,,
"(Aggregate money amounts are in thousands of dollars)",,,,,,,,
,,,,,,,,
,,,,,,,,
"Migration from",,"Migration into",,,,Number,Number,Aggregate
Mississippi,,,,,,of,of,adjusted
State,County,State,County,State,"State totals, county totals,",returns,exemptions,gross
"FIPS Code",,,,,"and county by county detail",,,income
28,000,96,000,MS,"Total Mig - US & For",68587,141364,2019392
28,000,97,000,MS,"Total Mig - US",67564,139429,1996341
28,000,97,001,MS,"Total Mig - US Same St",37359,78096,1034147
28,000,97,003,MS,"Total Mig - US Diff St",30205,61333,962194
28,000,98,000,MS,"Total Mig - Foreign",1023,1935,23050
28,001,96,000,MS,"Adams County Tot Mig-US & For",755,1510,18898
28,001,97,000,MS,"Adams County Tot Mig-US",755,1510,18898
28,001,97,001,MS,"Adams County Tot Mig-Same St",252,523,7193
28,001,97,003,MS,"Adams County Tot Mig-Diff St",503,987,11705
28,001,28,001,MS,"Adams County Non-Migrants",11014,24976,365230
28,001,22,029,LA,"Concordia Parish",92,236,2195
28,001,28,049,MS,"Hinds County",46,94,2020
28,001,22,033,LA,"East Baton Rouge Par",44,66,1146
28,001,28,121,MS,"Rankin County",21,39,680
28,001,48,113,TX,"Dallas County",19,26,242
28,001,28,035,MS,"Forrest County",18,27,273
28,001,28,063,MS,"Jefferson County",17,39,139
28,001,28,149,MS,"Warren County",16,41,359
28,001,28,037,MS,"Franklin County",14,27,260
28,001,28,157,MS,"Wilkinson County",14,29,315
28,001,48,201,TX,"Harris County",14,22,641
28,001,28,021,MS,"Claiborne County",13,28,197
28,001,47,157,TN,"Shelby County",13,20,287
28,001,22,073,LA,"Ouachita Parish",12,20,183
28,001,28,047,MS,"Harrison County",12,27,319
28,001,28,005,MS,"Amite County",11,23,213
28,001,28,085,MS,"Lincoln County",11,22,311
28,001,28,089,MS,"Madison County",11,24,574
28,001,13,067,GA,"Cobb County",10,20,190
28,001,58,000,SS,"Other Flows - Same State",48,103,1531
28,001,59,000,DS,"Other Flows - Diff State",299,577,6821
28,001,59,001,DS,"Other Flows - Northeast",12,20,245
28,001,59,003,DS,"Other Flows - Midwest",43,88,946
28,001,59,005,DS,"Other Flows - South",220,420,4890
28,001,59,007,DS,"Other Flows - West",24,49,739
28,003,96,000,MS,"Alcorn County Tot Mig-US & For",641,1284,18586
28,003,97,000,MS,"Alcorn County Tot Mig-US",641,1284,18586
